Year,Week,Day,Date,Holiday,Kickoff,Type,Time,Hour,AwayPrime,After7,MLBReg,MLBPlay,NHLReg,NHLPlay,NBAReg,NBAPlay,NFL,Away,Home,PctMarket,Away2,Home2,Away3,Home3,AwayPop,HomePop,Market,Round,TV,Rating,Viewers,,
2010,15,Sun,12/19/10,0,0,SNF,,8.5,0,1,0,0,0,0,0,0,0,GB,NE,,,,,,2040498,8041303,10081801,RS,NBC,14,24166000,,
2010,15,Mon,12/20/10,0,0,MNF,,8.5,0,1,0,0,0,0,0,0,0,CHI,MIN,,,,,,9912730,3797883,13710613,RS,ESPN,9.9,17094000,,
2010,16,Thu,12/23/10,0,0,TNF,,8.5,0,1,0,0,0,0,0,0,0,CAR,PIT,,,,,,2493040,2360867,4853907,RS,NFLN,2.4,4394000,,
2010,16,Sat,12/25/10,1,0,Special,,8.5,0,1,0,0,0,0,0,0,0,DAL,ARI,,,,,,7206144,4398762,11604906,RS,NFLN,3.8,7843000,,
2010,16,Sun,12/26/10,0,0,Single,,1,7.5,0,0,0,0,0,0,0,1,NYJ,CHI,,,,,,23484225,9912730,33396955,RS,CBS,13.7,24400000,,
2010,16,Sun,12/26/10,0,0,Regional,,1,7.5,0,0,0,0,0,0,0,1,SF,STL,,,,,,8469854,2810056,11279910,RS,FOX,6.7,11300000,,
2010,16,Sun,12/26/10,0,0,National,,4,4.5,0,0,0,0,0,0,0,1,NYG,GB,,,,,,23484225,2040498,25524723,RS,FOX,13.6,24300000,,
2010,16,Mon,12/27/10,0,0,MNF,,8.5,0,1,0,0,0,0,0,0,0,NO,ATL,,,,,,1467880,6162195,7630075,RS,ESPN,11.2,19137000,,
2010,16,Tue,12/28/10,0,0,SNF,,8.5,0,1,0,0,0,0,0,0,0,MIN,PHI,,,,,,3797883,7146706,10944589,RS,NBC,13.8,23736000,,
2010,17,Sun,1/2/11,0,0,Regional,,1,7.5,0,0,0,0,0,0,0,1,TB,NO,,,,,,2783243,1467880,4251123,RS,FOX,9.6,16083000,,
2010,17,Sun,1/2/11,0,0,Regional,,1,7.5,0,0,0,0,0,0,0,1,PIT,CLE,,,,,,2360867,3501538,5862405,RS,CBS,7.3,12328000,,
2010,17,Sun,1/2/11,0,0,National,,4,4.5,0,0,0,0,0,0,0,1,CHI,GB,,,,,,9912730,2040498,11953228,RS,FOX,14.7,26147000,,
2010,17,Sun,1/2/11,0,0,National,,4,4.5,0,0,0,0,0,0,0,1,TEN,IND,,,,,,1876933,2336237,4213170,RS,CBS,9.7,16766000,,
2010,17,Sun,1/2/11,0,0,SNF,,8.5,0,1,0,0,0,0,0,0,0,STL,SEA,,,,,,2810056,3610105,6420161,RS,NBC,11.3,19357000,,
2011,1,Thu,9/8/11,0,1,Kickoff,,8.5,0,1,1,0,0,0,0,0,0,NO,GB,,,,,,1467880,2040498,3508378,RS,NBC,16,27169000,-3%,-1%
2011,1,Sun,9/11/11,0,0,Single,,1,7.5,0,1,0,0,0,0,0,1,Regionalaction,,,,,,,3555821.5,3555821.5,7111643,RS,CBS,9.1,15496000,-6%,-4%
2011,1,Sun,9/11/11,0,0,Regional,,1,7.5,0,1,0,0,0,0,0,1,PHI,STL,,,,,,7146706,2810056,9956762,RS,FOX,8,13044000,-1%,0%
2011,1,Sun,9/11/11,0,0,National,,4,4.5,0,1,0,0,0,0,0,1,NYG,WAS,,,,,,23484225,9443180,32927405,RS,FOX,15.3,25802000,-7%,-8%
2011,1,Sun,9/11/11,0,0,SNF,,8.5,0,1,1,0,0,0,0,0,0,DAL,NYJ,,,,,,7206144,23484225,30690369,RS,NBC,15.3,25766000,2%,2%
2011,1,Mon,9/12/11,0,0,MNF,,8.5,0,1,1,0,0,0,0,0,0,NE,MIA,,,,,,8041303,6447610,14488913,RS,ESPN,9.1,14568000,-3%,-3%
2011,1,Mon,9/12/11,0,0,MNF,,8.5,0,1,1,0,0,0,0,0,0,OAK,DEN,,,,,,8469854,3277309,11747163,RS,ESPN,7.1,11109000,-7%,-7%
2011,2,Sun,9/18/11,0,0,Single,,1,7.5,0,1,0,0,0,0,0,1,CHI,NO,,,,,,9912730,1467880,11380610,RS,FOX,13.2,22530000,25%,27%
2011,2,Sun,9/18/11,0,0,Regional,,1,7.5,0,1,0,0,0,0,0,1,Regionalaction,,,,,,,3555821.5,3555821.5,7111643,RS,CBS,8.5,13558000,-6%,-9%
2011,2,Sun,9/18/11,0,0,National,,4,4.5,0,1,0,0,0,0,0,1,SD,NE,,,,,,3211252,8041303,11252555,RS,CBS,13.3,22662000,-18%,-16%
2011,2,Sun,9/18/11,0,0,SNF,,8.5,0,1,1,0,0,0,0,0,0,PHI,ATL,,,,,,7146706,6162195,13308901,RS,NBC,14.3,23424000,4%,1%
2011,2,Mon,9/19/11,0,0,MNF,,8.5,0,1,1,0,0,0,0,0,0,STL,NYG,,,,,,2810056,23484225,26294281,RS,ESPN,7.8,11922000,-17%,-21%
2011,3,Sun,9/25/11,0,0,Single,,1,7.5,0,1,0,0,0,0,0,1,Regionalaction,,,,,,,3555821.5,3555821.5,7111643,RS,CBS,11.5,18898000,-10%,-15%
2011,3,Sun,9/25/11,0,0,Regional,,1,7.5,0,1,0,0,0,0,0,1,NYG,PHI,,,,,,23484225,7146706,30630931,RS,FOX,8.4,13293000,5%,4%
2011,3,Sun,9/25/11,0,0,National,,4,4.5,0,1,0,0,0,0,0,1,GB,CHI,,,,,,2040498,9912730,11953228,RS,FOX,14.1,23995000,1%,4%
2011,3,Sun,9/25/11,0,0,SNF,,8.5,0,1,1,0,0,0,0,0,0,PIT,IND,,,,,,2360867,2336237,4697104,RS,NBC,12.2,20357000,8%,12%
2011,3,Mon,9/26/11,0,0,MNF,,8.5,0,1,1,0,0,0,0,0,0,WAS,DAL,,,,,,9443180,7206144,16649324,RS,ESPN,10.6,17104000,-2%,-2%
2011,4,Sun,10/2/11,0,0,Single,,1,7.5,0,0,1,0,0,0,0,1,DET,DAL,,,,,,5314163,7206144,12520307,RS,FOX,14,23308000,32%,32%
2011,4,Sun,10/2/11,0,0,Regional,,1,7.5,0,0,1,0,0,0,0,1,Regionalaction,,,,,,,3555821.5,3555821.5,7111643,RS,CBS,7.1,11050000,-14%,-19%
2011,4,Sun,10/2/11,0,0,National,,4,4.5,0,0,1,0,0,0,0,1,DEN,GB,,,,,,3277309,2040498,5317807,RS,CBS,13.6,23014000,-1%,-1%
2011,4,Sun,10/2/11,0,0,SNF,,8.5,0,1,0,1,0,0,0,0,0,NYJ,BAL,,,,,,23484225,2770738,26254963,RS,NBC,11.5,18900000,-8%,-10%
2011,4,Mon,10/3/11,0,0,MNF,,8.5,0,1,0,1,0,0,0,0,0,IND,TB,,,,,,2336237,2783243,5119480,RS,ESPN,7,10837000,-22%,-22%
2011,5,Sun,10/9/11,0,0,Single,,1,7.5,0,0,1,0,0,0,0,1,PHI,BUF,,,,,,7146706,1213007,8359713,RS,FOX,9.9,16006000,-15%,-17%
2011,5,Sun,10/9/11,0,0,Regional,,1,7.5,0,0,1,0,0,0,0,1,Regionalaction,,,,,,,3555821.5,3555821.5,7111643,RS,CBS,7.1,11224000,9%,7%
2011,5,Sun,10/9/11,0,0,National,,4,4.5,0,0,1,0,0,0,0,1,NYJ,NE,,,,,,23484225,8041303,31525528,RS,CBS,13.6,22598000,7%,9%
2011,5,Sun,10/9/11,0,0,SNF,,8.5,0,1,0,1,0,0,0,0,0,GB,ATL,,,,,,2040498,6162195,8202693,RS,NBC,13.4,22046000,30%,31%
2011,5,Mon,10/10/11,0,0,MNF,,8.5,0,1,0,1,0,0,0,0,0,CHI,DET,,,,,,9912730,5314163,15226893,RS,ESPN,10.3,16378000,-4%,-5%
2011,6,Sun,10/16/11,0,0,Single,,1,7.5,0,0,1,0,0,0,0,1,Regionalaction,,,,,,,3555821.5,3555821.5,7111643,RS,CBS,8.8,14533000,-31%,-32%
2011,6,Sun,10/16/11,0,0,Regional,,1,7.5,0,0,1,0,0,0,0,1,SF,DET,,,,,,8469854,5314163,13784017,RS,FOX,10.5,17201000,44%,45%
2011,6,Sun,10/16/11,0,0,National,,4,4.5,0,0,1,0,0,0,0,1,DAL,NE,,,,,,7206144,8041303,15247447,RS,FOX,17.1,28443000,9%,9%
2011,6,Sun,10/16/11,0,0,SNF,,8.5,0,1,0,1,0,0,0,0,0,MIN,CHI,,,,,,3797883,9912730,13710613,RS,NBC,10.1,16568000,-14%,-13%
2011,6,Mon,10/17/11,0,0,MNF,,8.5,0,1,0,0,0,0,0,0,0,MIA,NYJ,,,,,,6447610,23484225,29931835,RS,ESPN,7.8,12062000,26%,25%
2011,7,Sun,10/23/11,0,0,Single,,1,7.5,0,0,1,0,0,0,0,1,Regionalaction,,,,,,,3555821.5,3555821.5,7111643,RS,CBS,9.7,15803000,4%,6%
2011,7,Sun,10/23/11,0,0,Regional,,1,7.5,0,0,1,0,0,0,0,1,ATL,DET,,,,,,6162195,5314163,11476358,RS,FOX,8.2,13019000,-13%,-15%
2011,7,Sun,10/23/11,0,0,National,,4,4.5,0,0,1,0,0,0,0,1,GB,MIN,,,,,,2040498,3797883,5838381,RS,FOX,14.6,24267000,11%,11%
2011,7,Sun,10/23/11,0,0,SNF,,8.5,0,1,0,1,0,0,0,0,0,IND,NO,,,,,,2336237,1467880,3804117,RS,NBC,7.6,12465000,-51%,-51%
2011,7,Mon,10/24/11,0,0,MNF,,8.5,0,1,0,1,0,0,0,0,0,BAL,JAC,,,,,,2770738,1518677,4289415,RS,ESPN,6.1,9275000,-46%,-48%
2011,8,Sun,10/30/11,0,0,Single,,1,7.5,0,0,0,0,0,0,0,1,DET,DEN,,,,,,5314163,3277309,8591472,RS,FOX,10.3,17110000,20%,23%
2011,8,Sun,10/30/11,0,0,Regional,,1,7.5,0,0,0,0,0,0,0,1,Regionalaction,,,,,,,3555821.5,3555821.5,7111643,RS,CBS,9.1,13942000,11%,6%
2011,8,Sun,10/30/11,0,0,National,,4,4.5,0,0,0,0,0,0,0,1,NE,PIT,,,,,,8041303,2360867,10402170,RS,CBS,14.6,24564000,-4%,-3%
2011,8,Sun,10/30/11,0,0,SNF,,8.5,0,1,0,0,0,0,0,0,0,DAL,PHI,,,,,,7206144,7146706,14352850,RS,NBC,13.8,22994000,29%,27%
2011,8,Mon,10/31/11,0,0,MNF,,8.5,0,1,0,0,0,0,0,0,0,SD,KC,,,,,,3211252,2054473,5265725,RS,ESPN,7.9,12032000,7%,1%
2011,9,Sun,11/6/11,0,0,Single,,1,7.5,0,0,0,0,0,0,0,1,Regionalaction,,,,,,,3555821.5,3555821.5,7111643,RS,CBS,9.8,16160000,0%,-1%
2011,9,Sun,11/6/11,0,0,Regional,,1,7.5,0,0,0,0,0,0,0,1,TB,NO,,,,,,2783243,1467880,4251123,RS,FOX,8.6,14194000,-10%,-8%
2011,9,Sun,11/6/11,0,0,National,,4,4.5,0,0,0,0,0,0,0,1,NYG,NE,,,,,,23484225,8041303,31525528,RS,FOX,16.7,28213000,2%,2%
2011,9,Sun,11/6/11,0,0,SNF,,8.5,0,1,0,0,0,0,0,0,0,BAL,PIT,,,,,,2770738,2360867,5131605,RS,NBC,13.3,22121000,15%,14%
2011,9,Mon,11/7/11,0,0,MNF,,8.5,0,1,0,0,0,0,0,0,0,CHI,PHI,,,,,,9912730,7146706,17059436,RS,ESPN,10.7,16847000,16%,12%
2011,10,Thu,11/10/11,0,0,TNF,,8.5,0,1,0,0,0,0,0,0,0,OAK,SD,,,,,,8469854,3211252,11681106,RS,NFLN,3.3,5277000,6%,5%
2011,10,Sun,11/13/11,0,0,Single,,1,7.5,0,0,0,0,0,0,0,1,Regionalaction,,,,,,,3555821.5,3555821.5,7111643,RS,CBS,11.5,19003000,20%,21%
2011,10,Sun,11/13/11,0,0,Regional,,1,7.5,0,0,0,0,0,0,0,1,NO,ATL,,,,,,1467880,6162195,7630075,RS,FOX,7.7,12444000,-6%,-5%
2011,10,Sun,11/13/11,0,0,National,,4,4.5,0,0,0,0,0,0,0,1,NYG,SF,,,,,,23484225,8469854,31954079,RS,FOX,15.6,25938000,1%,-1%
2011,10,Sun,11/13/11,0,0,SNF,,8.5,0,1,0,0,0,0,0,0,0,NE,NYJ,,,,,,8041303,23484225,31525528,RS,NBC,12.9,20918000,1%,-1%
2011,10,Mon,11/14/11,0,0,MNF,,8.5,0,1,0,0,0,0,0,0,0,MIN,GB,,,,,,3797883,2040498,5838381,RS,ESPN,8.7,14188000,-6%,-6%
2011,11,Thu,11/17/11,0,0,TNF,,8.5,0,1,0,0,0,0,0,0,0,NYJ,DEN,,,,,,23484225,3277309,26761534,RS,NFLN,4.3,7050000,30%,30%
2011,11,Sun,11/20/11,0,0,Single,,1,7.5,0,0,0,0,0,0,0,1,TB,GB,,,,,,2783243,2040498,4823741,RS,FOX,12.2,20025000,3%,-1%
2011,11,Sun,11/20/11,0,0,Regional,,1,7.5,0,0,0,0,0,0,0,1,Regionalaction,,,,,,,3555821.5,3555821.5,7111643,RS,CBS,6.9,10752000,-19%,-21%
2011,11,Sun,11/20/11,0,0,National,,4,4.5,0,0,0,0,0,0,0,1,SD,CHI,,,,,,3211252,9912730,13123982,RS,CBS,13,21462000,-8%,-9%
2011,11,Sun,11/20/11,0,0,SNF,,8.5,0,1,0,0,0,0,0,0,0,PHI,NYG,,,,,,7146706,23484225,30630931,RS,NBC,12.5,20305000,-10%,-12%
2011,11,Mon,11/21/11,0,0,MNF,,8.5,0,1,0,0,0,0,0,0,0,KC,NE,,,,,,2054473,8041303,10095776,RS,ESPN,7.8,12344000,8%,6%
2011,12,Thu,11/24/11,1,0,Special,,1,7.5,0,0,0,0,0,0,0,1,GB,DET,,,,,,2040498,5314163,7354661,RS,FOX,14.8,30171000,10%,9%
2011,12,Thu,11/24/11,1,0,Special,,4.5,4,0,0,0,0,0,0,0,1,MIA,DAL,,,,,,6447610,7206144,13653754,RS,CBS,14.3,30901000,3%,-3%
2011,12,Thu,11/24/11,0,0,TNF,,8.5,0,1,0,0,0,0,0,0,0,SF,BAL,,,,,,8469854,2770738,11240592,RS,NFLN,5.3,10681000,56%,50%
2011,12,Sun,11/27/11,0,0,Single,,1,7.5,0,0,0,0,0,0,0,1,CHI,OAK,,,,,,9912730,8469854,18382584,RS,FOX,10.4,17245000,12%,12%
2011,12,Sun,11/27/11,0,0,Regional,,1,7.5,0,0,0,0,0,0,0,1,Regionalaction,,,,,,,3555821.5,3555821.5,7111643,RS,CBS,9.9,15568000,0%,-7%
2011,12,Sun,11/27/11,0,0,National,,4,4.5,0,0,0,0,0,0,0,1,NE,PHI,,,,,,8041303,7146706,15188009,RS,CBS,15.5,26246000,1%,-1%
2011,12,Sun,11/27/11,0,0,SNF,,8.5,0,1,0,0,0,0,0,0,0,PIT,KC,,,,,,2360867,2054473,4415340,RS,NBC,12.3,20344000,8%,7%
2011,12,Mon,11/28/11,0,0,MNF,,8.5,0,1,0,0,0,0,0,0,0,NYG,NO,,,,,,23484225,1467880,24952105,RS,ESPN,9.3,14423000,33%,29%
2011,13,Thu,12/1/11,0,0,TNF,,8.5,0,1,0,0,0,0,0,0,0,PHI,SEA,,,,,,7146706,3610105,10756811,RS,NFLN,3.6,5945000,9%,10%
2011,13,Sun,12/4/11,0,0,Single,,1,7.5,0,0,0,0,0,0,0,1,Regionalaction,,,,,,,3555821.5,3555821.5,7111643,RS,CBS,11.5,19010000,34%,34%
2011,13,Sun,12/4/11,0,0,Regional,,1,7.5,0,0,0,0,0,0,0,1,DEN,MIN,,,,,,3277309,3797883,7075192,RS,FOX,8.8,14453000,-10%,-8%
2011,13,Sun,12/4/11,0,0,National,,4,4.5,0,0,0,0,0,0,0,1,GB,NYG,,,,,,2040498,23484225,25524723,RS,FOX,17.6,29774000,8%,9%
2011,13,Sun,12/4/11,0,0,SNF,,8.5,0,1,0,0,0,0,0,0,0,DET,NO,,,,,,5314163,1467880,6782043,RS,NBC,11.5,18896000,-14%,-16%
2011,13,Mon,12/5/11,0,0,MNF,,8.5,0,1,0,0,0,0,0,0,0,SD,JAC,,,,,,3211252,1518677,4729929,RS,ESPN,6.1,9466000,-39%,-43%
2011,14,Thu,12/8/11,0,0,TNF,,8.5,0,1,0,0,0,0,0,0,0,CLE,PIT,,,,,,3501538,2360867,5862405,RS,NFLN,4,6578000,21%,22%
2011,14,Sun,12/11/11,0,0,Single,,1,7.5,0,0,0,0,0,0,0,1,CHI,DEN,,,,,,9912730,3277309,13190039,RS,FOX,13.6,22207000,30%,27%
2011,14,Sun,12/11/11,0,0,Regional,,1,7.5,0,0,0,0,0,0,0,1,Regionalaction,,,,,,,3555821.5,3555821.5,7111643,RS,CBS,9.3,14535000,-3%,-6%
2011,14,Sun,12/11/11,0,0,National,,4,4.5,0,0,0,0,0,0,0,1,OAK,GB,,,,,,8469854,2040498,10510352,RS,CBS,12.7,20789000,-27%,-32%
2011,14,Sun,12/11/11,0,0,SNF,,8.5,0,1,0,0,0,0,0,0,0,NYG,DAL,,,,,,23484225,7206144,30690369,RS,NBC,14.9,24516000,-2%,-5%
2011,14,Mon,12/12/11,0,0,MNF,,8.5,0,1,0,0,0,0,0,0,0,STL,SEA,,,,,,2810056,3610105,6420161,RS,ESPN,6.2,9880000,-19%,-17%
2011,15,Thu,12/15/11,0,0,TNF,,8.5,0,1,0,0,0,0,0,0,0,JAC,ATL,,,,,,1518677,6162195,7680872,RS,NFLN,2.5,3972000,-14%,-19%
2011,15,Sat,12/17/11,1,0,Special,,8.5,0,1,0,0,0,0,0,0,0,DAL,TB,,,,,,7206144,2783243,9989387,RS,NFLN,3.3,5615000,_,_
2011,15,Sun,12/18/11,0,0,Single,,1,7.5,0,0,0,0,0,0,0,1,WAS,NYG,,,,,,9443180,23484225,32927405,RS,FOX,14.4,23400000,11%,7%
2011,15,Sun,12/18/11,0,0,Regional,,1,7.5,0,0,0,0,0,0,0,1,Regionalaction,,,,,,,3555821.5,3555821.5,7111643,RS,CBS,4.9,7400000,-34%,-38%
2011,15,Sun,12/18/11,0,0,National,,4,4.5,0,0,0,0,0,0,0,1,NE,DEN,,,,,,8041303,3277309,11318612,RS,CBS,17.6,29700000,17%,16%
2011,15,Sun,12/18/11,0,0,SNF,,8.5,0,1,0,0,0,0,0,0,0,BAL,SD,,,,,,2770738,3211252,5981990,RS,NBC,10.1,16578000,-28%,-31%
2011,15,Mon,12/19/11,0,0,MNF,,8.5,0,1,0,0,0,0,0,0,0,PIT,SF,,,,,,2360867,8469854,10830721,RS,ESPN,10.1,16677000,2%,-2%
2011,16,Thu,12/22/11,0,0,TNF,,8.5,0,1,0,0,0,0,0,0,0,HOU,IND,,,,,,6508323,2336237,8844560,RS,NFLN,2.8,4583000,17%,4%
2011,16,Sat,12/24/11,0,0,Single,,1,7.5,0,0,0,0,0,0,0,1,Regionalaction,,,,,,,3555821.5,3555821.5,7111643,RS,CBS,8.3,14643000,-39%,-40%
2011,16,Sat,12/24/11,0,0,Regional,,1,7.5,0,0,0,0,0,0,0,1,NYG,NYJ,,,,,,23484225,23484225,46968450,RS,FOX,8,13830000,19%,22%
2011,16,Sat,12/24/11,0,0,National,,4,4.5,0,0,0,0,0,0,0,1,PHI,DAL,,,,,,7146706,7206144,14352850,RS,FOX,12.9,22878000,-5%,-6%
2011,16,Sun,12/25/11,0,0,SNF,,8.5,0,1,0,0,0,0,0,0,0,CHI,GB,,,,,,9912730,2040498,11953228,RS,NBC,12.6,24019000,-9%,1%
2011,16,Mon,12/26/11,0,0,MNF,,8.5,0,1,0,0,0,0,0,0,0,ATL,NO,,,,,,6162195,1467880,7630075,RS,ESPN,9.2,15638000,-18%,-18%
2011,17,Sun,1/1/12,0,0,Regional,,1,7.5,0,0,0,0,0,0,0,1,Regionalaction,,,,,,,3555821.5,3555821.5,7111643,RS,CBS,8.1,13331000,11%,8%
2011,17,Sun,1/1/12,0,0,National,,4,4.5,0,0,0,0,0,0,0,1,CAR,NO,,,,,,2493040,1467880,3960920,RS,FOX,11.6,19596000,-21%,-25%
2011,17,Sun,1/1/12,0,0,Regional,,1,7.5,0,0,0,0,0,0,0,1,TB,ATL,,,,,,2783243,6162195,8945438,RS,FOX,4.5,7662000,-53%,-52%
2011,17,Sun,1/1/12,0,0,National,,4,4.5,0,0,0,0,0,0,0,1,Regionalaction,,,,,,,3555821.5,3555821.5,7111643,RS,CBS,15.1,27004000,56%,61%
2011,17,Sun,1/1/12,0,0,SNF,,8.5,0,1,0,0,0,0,0,0,0,DAL,NYG,,,,,,7206144,23484225,30690369,RS,NBC,15.7,27624000,39%,43%
2012,,Wed,9/5/12,0,1,Night,,8.5,0,1,1,0,0,0,0,0,0,DAL,NYG,,,,,,7206144,23484225,30690369,RS,NBC,,23900000,0,
2012,,Sun,9/9/12,0,0,Night,,8.5,0,1,1,0,0,0,0,0,0,PIT,DEN,,,,,,2360867,3277309,5638176,RS,NBC,,27600000,0,
2012,,Sun,9/9/12,0,0,National,,4,4.5,0,1,0,0,0,0,0,1,SF,GB,,,,,,8469854,2040498,10510352,RS,FOX,,26400000,1,
2012,,Sun,9/16/12,0,0,Night,,8.5,0,1,1,0,0,0,0,0,0,DET,SF,,,,,,5314163,8469854,13784017,RS,NBC,,21300000,0,
2012,,Sun,9/23/12,0,0,National,,4,4.5,0,1,0,0,0,0,0,1,HOU,DEN,,,,,,6508323,3277309,9785632,RS,CBS,,24000000,1,
2012,,Sun,9/23/12,0,0,Night,,8.5,0,1,1,0,0,0,0,0,0,NE,BAL,,,,,,8041303,2770738,10812041,RS,NBC,,21300000,0,
2012,,Sun,9/30/12,0,0,Night,,8.5,0,1,1,0,0,0,0,0,0,NYG,PHI,,,,,,23484225,7146706,30630931,RS,NBC,,22800000,0,
2012,,Sun,9/30/12,0,0,National,,4,4.5,0,1,0,0,0,0,0,1,NO,GB,,,,,,1467880,2040498,3508378,RS,FOX,,22300000,1,
2012,,Sun,10/7/12,0,0,National,,4,4.5,0,0,1,0,0,0,0,1,DEN,NE,,,,,,3277309,8041303,11318612,RS,CBS,,24500000,1,
2012,,Sun,10/14/12,0,0,National,,4,4.5,0,0,1,0,0,0,0,1,NYG,SF,,,,,,23484225,8469854,31954079,RS,FOX,,22800000,1,
2012,,Sun,10/21/12,0,0,National,,4,4.5,0,0,1,0,0,0,0,1,NYJ,NE,,,,,,23484225,8041303,31525528,RS,CBS,,23000000,1,
2012,,Sun,10/28/12,0,0,National,,4,4.5,0,0,1,0,0,0,0,1,NYG,DAL,,,,,,23484225,7206144,30690369,RS,FOX,,26900000,1,
2012,,Sun,11/4/12,0,0,National,,4,4.5,0,0,0,0,0,1,0,1,PIT,NYG,,,,,,2360867,23484225,25845092,RS,CBS,,24200000,1,
2012,,Sun,11/4/12,0,0,Night,,8.5,0,1,0,0,0,0,1,0,0,DAL,ATL,,,,,,7206144,6162195,13368339,RS,NBC,,21800000,0,
2012,,Sun,11/11/12,0,0,National,,4,4.5,0,0,0,0,0,1,0,1,DAL,PHI,,,,,,7206144,7146706,14352850,RS,FOX,,24300000,1,
2012,,Sun,11/11/12,0,0,Night,,8.5,0,1,0,0,0,0,1,0,0,HOU,CHI,,,,,,6508323,9912730,16421053,RS,NBC,,20900000,0,
2012,,Sun,11/18/12,0,0,National,,4,4.5,0,0,0,0,0,1,0,1,IND,NE,,SD,Den,,,2773744.5,5659306,8433050.5,RS,CBS,,23600000,0,
2012,,Thu,11/22/12,0,0,Game,,4.5,4,0,0,0,0,0,0,0,1,WAS,DAL,,,,,,9443180,7206144,16649324,RS,FOX,,28700000,0,
2012,,Thu,11/22/12,1,0,Game,,1,7.5,0,0,0,0,0,0,0,1,HOU,DET,,,,,,6508323,5314163,11822486,RS,CBS,,27300000,0,
2012,,Sun,11/25/12,0,0,National,,4,4.5,0,0,0,0,0,1,0,1,SF,NO,,,,,,8469854,1467880,9937734,RS,FOX,,24900000,1,
2012,,Sun,11/25/12,0,0,Night,,8.5,0,1,0,0,0,0,1,0,0,GB,NYG,,,,,,2040498,23484225,25524723,RS,NBC,,20900000,0,
2012,,Sun,12/2/12,0,0,National,,4,4.5,0,0,0,0,0,1,0,1,PIT,BAL,,,,,,2360867,2770738,5131605,RS,CBS,,23000000,1,
2012,,Sun,12/2/12,0,0,Single,,1,7.5,0,0,0,0,0,1,0,1,MIN,GB,,TB,Den,,,3290563,2658903.5,5949466.5,RS,FOX,,20900000,1,
2012,,Sun,12/9/12,0,0,National,,4,4.5,0,0,0,0,0,1,0,1,NO,NYG,,,,,,1467880,23484225,24952105,RS,FOX,,24500000,1,
2012,,Sun,12/9/12,0,0,Night,,8.5,0,1,0,0,0,0,1,0,0,DET,GB,,,,,,5314163,2040498,7354661,RS,NBC,,21400000,0,
2012,,Sun,12/13/12,0,0,National,,4,4.5,0,0,0,0,0,1,0,1,NYG,BAL,,,,,,23484225,2770738,26254963,RS,FOX,,24200000,1,
2012,,Sun,12/16/12,0,0,National,,4,4.5,0,0,0,0,0,1,0,1,PIT,DAL,,,,,,2360867,7206144,9567011,RS,CBS,,26900000,1,
2012,,Sun,12/16/12,0,0,Night,,8.5,0,1,0,0,0,0,1,0,0,SF,NE,,,,,,8469854,8041303,16511157,RS,NBC,,23200000,0,
2012,,Sun,12/16/12,0,0,Single,,1,7.5,0,0,0,0,0,1,0,1,NYG,ATL,,GB,Chi,,,12762361.5,8037462.5,20799824,RS,FOX,,21400000,1,
2012,,Sun,12/30/12,0,0,Night,,8.5,0,1,0,0,0,0,1,0,0,DAL,WAS,,,,,,7206144,9443180,16649324,RS,NBC,,30300000,0,
2012,,Sun,12/30/12,0,0,National,,4,4.5,0,0,0,0,0,1,0,1,GB,MIN,,,,,,2040498,3797883,5838381,RS,FOX,,26400000,1,
2013,,Thu,9/5/13,0,1,Night,,8.5,0,1,1,0,0,0,0,0,0,BAL,DEN,,,,,,2770738,3277309,6048047,RS,NBC,,25100000,,
2013,,Sun,9/8/13,0,0,National,,4.5,4,0,1,0,0,0,0,0,1,GB,SF,,,,,,2040498,8469854,10510352,RS,FOX,,28500000,,
2013,,Sun,9/8/13,0,0,Night,,8.5,0,1,1,0,0,0,0,0,0,NYG,DAL,,,,,,23484225,7206144,30690369,RS,NBC,,25400000,,
2013,,Sun,9/15/13,0,0,National,,4,4.5,0,1,0,0,0,0,0,1,DEN,NYG,,,,,,3277309,23484225,26761534,RS,CBS,,26400000,,
2013,,Sun,9/15/13,0,0,Single,,1,7.5,0,1,0,0,0,0,0,1,WAS,GB,,NO,TB,,,5455530,2411870.5,7867400.5,RS,FOX,,21900000,,
2013,,Sun,9/15/13,0,0,Night,,8.5,0,1,1,0,0,0,0,0,0,SF,SEA,,,,,,8469854,3610105,12079959,RS,NBC,,20500000,,
2013,,Sun,9/22/13,0,0,National,,4,4.5,0,1,0,0,0,0,0,1,IND,SF,,,,,,2336237,8469854,10806091,RS,CBS,,25600000,,
2013,,Sun,9/22/13,0,0,Single,,1,7.5,0,1,0,0,0,0,0,1,GB,CIN,,NYG,CAR,STL,DAL,9444926.333,3945530,13390456.33,RS,FOX,,20900000,,
2013,,Sun,9/22/13,0,0,Night,,8.5,0,1,1,0,0,0,0,0,0,CHI,PIT,,,,,,9912730,2360867,12273597,RS,NBC,,20500000,,
2013,,Sun,9/29/13,0,0,National,,4,4.5,0,1,0,0,0,0,0,1,PHI,DEN,,,,,,7146706,3277309,10424015,RS,FOX,,27000000,,
2013,,Sun,9/29/13,0,0,Night,,8.5,0,1,1,0,0,0,0,0,0,NE,ATL,,,,,,8041303,6162195,14203498,RS,NBC,,20500000,,
2013,,Sun,10/6/13,0,0,National,,4,4.5,0,0,1,1,0,0,0,1,DEN,DAL,,,,,,3277309,7206144,10483453,RS,CBS,,28300000,,
