Year,Date,Day,Holiday,Clock,Time,AwayPrime,Window,Past7,NBAPlay,NHLReg,NHLPlay,MLBReg,MLBPlay,NFL,CF,Away,Home,AwayPop,HomePop,Market,Round,Game,WT,LT,Dif,Leverage,TV,Rating,Viewers
2012,4/20/12,Fri,0,0.895833333,9.5,1,3,1,0,0,1,1,0,0,0,Lakers,Spurs,18351929,2277550,20629479,RS,,,,,,ESPN,,2328000
2012,4/20/12,Fri,0,0.791666667,7,1.5,3,1,0,0,1,1,0,0,0,Celtics,Hawks,8041303,6162195,14203498,RS,,,,,,ESPN,,1199000
2013,4/20/13,Sat,0,,3,5.5,1,0,0,1,0,1,0,0,0,Celtics,Knicks,8041303,23484225,31525528,1,1,0,0,0,0.558,ABC,2.9,4400000
2013,4/20/13,Sat,0,,8,0.5,3,1,0,1,0,1,0,0,0,Bulls,Nets,9912730,23484225,33396955,1,1,0,0,0,0.558,ESPN,2.1,3300000
2013,4/20/13,Sat,0,,10.5,2,4,1,0,1,0,1,0,0,0,Grizzlies,Clippers,1369006,18351929,19720935,1,1,0,0,0,0.558,ESPN,2.1,3300000
2013,4/20/13,Sat,0,,5.5,3,2,0,0,1,0,1,0,0,0,Warriors,Nuggets,8469854,3277309,11747163,1,1,0,0,0,0.558,ESPN,1.9,2800000
2011,4/21/11,Thu,0,,8,0.5,3,1,1,0,1,1,0,0,0,Heat,Sixers,6447610,7146706,13594316,1,3,2,0,2,0.179,TNT,2.6,3875000
2011,4/21/11,Thu,0,,10.5,2,4,1,0,0,1,1,0,0,0,Mavericks,Trailblazers,7206144,3022178,10228322,1,3,2,0,2,0.179,TNT,2.3,3268000
2011,4/21/11,Thu,0,,7,1.5,3,1,1,0,1,1,0,0,0,Bulls,Pacers,9912730,2336237,12248967,1,3,2,0,2,0.179,NBA TV,0.5,652000
2012,4/21/12,Sat,0,0.833333333,8,0.5,3,1,0,0,1,1,0,0,0,Mavs,Bulls,7206144,9912730,17118874,RS,,,,,,ESPN,,1745000
2012,4/21/12,Sat,0,0.9375,10.5,2,4,1,0,0,1,1,0,0,0,Magic,Jazz,2975658,2389225,5364883,RS,,,,,,ESPN,,1218000
2012,4/21/12,Sat,0,0.729166667,5.5,3,2,0,0,0,1,1,0,0,0,Nuggets,Suns,3277309,4398762,7676071,RS,,,,,,ESPN,,1023000
2013,4/21/13,Sun,0,,3.5,5,1,0,0,1,0,1,0,0,0,Lakers,Spurs,18351929,2277550,20629479,1,1,0,0,0,0.558,ABC,3.6,5500000
2013,4/21/13,Sun,0,,7,1.5,3,1,0,1,0,1,0,0,0,Bucks,Heat,2040498,6447610,8488108,1,1,0,0,0,0.558,TNT,3,4900000
2013,4/21/13,Sun,0,,9.5,1,3,1,0,1,0,1,0,0,0,Rockets,Thunder,6508323,1390835,7899158,1,1,0,0,0,0.558,TNT,2.8,4300000
2013,4/21/13,Sun,0,,1,7.5,1,0,0,1,0,1,0,0,0,Hawks,Pacers,6162195,2336237,8498432,1,1,0,0,0,0.558,TNT,1.5,2200000
2011,4/22/11,Fri,0,,9.5,1,3,1,0,0,1,1,0,0,0,Lakers,Hornets,18351929,1467880,19819809,1,3,1,1,0,0.642,ESPN,2.8,4578000
2011,4/22/11,Fri,0,,7,1.5,3,1,1,0,1,1,0,0,0,Celtics,Knicks,8041303,23484225,31525528,1,3,2,0,2,0.179,ESPN,2.2,3411000
2011,4/22/11,Fri,0,,8,0.5,3,1,1,0,1,1,0,0,0,Magic,Hawks,2975658,6162195,9137853,1,3,1,1,0,0.642,ESPN2,0.9,1342000
2012,4/22/12,Sun,0,0.645833333,3.5,5,1,0,0,0,1,1,0,0,0,Thunder,Lakers,1390835,18351929,19742764,RS,,,,,,ABC,,5095000
2012,4/22/12,Sun,0,0.541666667,1,7.5,1,0,0,0,1,1,0,0,0,Knicks,Hawks,23484225,6162195,29646420,RS,,,,,,ESPN,,1940000
2013,4/22/13,Mon,0,,10.5,2,4,1,0,1,0,1,0,0,0,Grizzlies,Clippers,1369006,18351929,19720935,1,2,0,1,1,0.44,TNT,2.2,3100000
2013,4/22/13,Mon,0,,8,0.5,3,1,0,1,0,1,0,0,0,Bulls,Nets,9912730,23484225,33396955,1,2,0,1,1,0.44,TNT,2.1,3000000
2011,4/23/11,Sat,0,,10,1.5,4,1,0,0,1,1,0,0,0,Thunder,Nuggets,1390835,3277309,4668144,1,3,2,0,2,0.179,ESPN,2.4,3664000
2011,4/23/11,Sat,0,,2.5,6,1,0,0,0,1,1,0,0,0,Bulls,Pacers,9912730,2336237,12248967,1,4,3,0,3,0.038,TNT,2.2,3534000
2011,4/23/11,Sat,0,,5,3.5,2,0,0,0,1,1,0,0,0,Mavericks,Trailblazers,7206144,3022178,10228322,1,4,2,1,1,0.462,TNT,2.1,3176000
2011,4/23/11,Sat,0,,7.5,1,3,1,0,0,1,1,0,0,0,Spurs,Grizzlies,2277550,1369006,3646556,1,3,1,1,0,0.642,ESPN,2,3131000
2013,4/23/13,Wed,0,,9.5,1,3,1,0,1,0,1,0,0,0,Lakers,Spurs,18351929,2277550,20629479,1,2,1,0,1,0.44,TNT,2.8,4300000
2013,4/23/13,Tue,0,,8,0.5,3,1,1,1,0,1,0,0,0,Celtics,Knicks,8041303,23484225,31525528,1,2,1,0,1,0.44,TNT,2.3,3400000
2013,4/23/13,Tue,0,,10.5,2,4,1,0,1,0,1,0,0,0,Warriors,Nuggets,8469854,3277309,11747163,1,2,0,1,1,0.44,TNT,2,2900000
2013,4/23/13,Tue,0,,7.5,1,3,1,1,1,0,1,0,0,0,Bucks,Heat,2040498,6447610,8488108,1,2,1,0,1,0.44,NBA TV,0.5,764000
2011,4/24/11,Sun,0,,3.5,5,1,0,0,0,1,1,0,0,0,Celtics,Knicks,8041303,23484225,31525528,1,4,3,0,3,0.038,ABC,4.2,7020000
2011,4/24/11,Sun,0,,9.5,1,3,1,0,0,1,1,0,0,0,Lakers,Hornets,18351929,1467880,19819809,1,4,2,1,1,0.462,TNT,3.9,6281000
2011,4/24/11,Sun,0,,1,7.5,1,0,0,0,1,1,0,0,0,Heat,Sixers,6447610,7146706,13594316,1,4,3,0,3,0.038,ABC,3.1,5025000
2011,4/24/11,Sun,0,,7,1.5,3,1,0,0,1,1,0,0,0,Magic,Hawks,2975658,6162195,9137853,1,4,2,1,1,0.462,TNT,2.7,4506000
2012,4/24/12,Tue,0,0.833333333,8,0.5,3,1,0,0,1,1,0,0,0,Heat,Celtics,6447610,8041303,14488913,RS,,,,,,TNT,,2220000
2012,4/24/12,Tue,0,0.9375,10.5,2,4,1,0,0,1,1,0,0,0,Suns,Jazz,4398762,2389225,6787987,RS,,,,,,TNT,,1758000
2013,4/24/13,Wed,0,,7,1.5,3,1,1,1,0,1,0,0,0,Rockets,Thunder,6508323,1390835,7899158,1,2,1,0,1,0.44,TNT,2,3100000
2013,4/24/13,Wed,0,,7.5,1,3,1,1,1,0,1,0,0,0,Hawks,Pacers,6162195,2336237,8498432,1,2,1,0,1,0.44,NBA TV,0.1,195000
2011,4/25/11,Mon,0,,10.7,2.2,4,1,0,0,1,1,0,0,0,Thunder,Nuggets,1390835,3277309,4668144,1,4,3,0,3,0.038,TNT,2.3,3539000
2011,4/25/11,Mon,0,,8,0.5,3,1,1,0,1,1,0,0,0,Spurs,Grizzlies,2277550,1369006,3646556,1,4,2,1,1,0.462,TNT,2.2,3354000
2011,4/25/11,Mon,0,,8.5,0,3,1,1,0,1,1,0,0,0,Trailblazers,Mavericks,3022178,7206144,10228322,1,5,2,2,0,0.714,NBA TV,0.3,416000
2012,4/25/12,Wed,0,0.833333333,8,0.5,3,1,0,0,1,1,0,0,0,Clippers,Knicks,18351929,23484225,41836154,RS,,,,,,ESPN,,2046000
2012,4/25/12,Wed,0,0.9375,10.5,2,4,1,0,0,1,1,0,0,0,Spurs,Suns,2277550,4398762,6676312,RS,,,,,,ESPN,,1651000
2013,4/25/13,Thu,0,,9.5,1,3,1,1,1,0,1,0,0,0,Clippers,Grizzlies,18351929,1369006,19720935,1,3,0,2,2,0.179,TNT,1.7,2600000
2013,4/25/13,Thu,0,,7,1.5,3,1,1,1,0,1,0,0,0,Heat,Bucks,6447610,2040498,8488108,1,3,2,0,2,0.179,TNT,1.5,2100000
2013,4/25/13,Thu,0,,8.5,0,3,1,1,1,0,1,0,0,0,Nets,Bulls,23484225,9912730,33396955,1,3,1,1,0,0.642,NBA TV,0.2,245000
2011,4/26/11,Tue,0,,10.5,2,4,1,0,0,1,1,0,0,0,Hornets,Lakers,1467880,18351929,19819809,1,5,2,2,0,0.714,TNT,3.6,5837000
2011,4/26/11,Tue,0,,8,0.5,3,1,1,0,1,1,0,0,0,Pacers,Bulls,2336237,9912730,12248967,1,5,3,1,2,0.143,TNT,2.6,4061000
2011,4/26/11,Tue,0,,7.5,1,3,1,1,0,1,1,0,0,0,Hawks,Magic,6162195,2975658,9137853,1,5,3,1,2,0.143,NBA TV,0.3,373000
2012,4/26/12,Thu,0,0.833333333,8,0.5,3,1,0,0,1,1,0,0,0,Knicks,Bobcats,23484225,2493040,25977265,RS,,,,,,TNT,,961000
2012,4/26/12,Thu,0,0.9375,10.5,2,4,1,0,0,1,1,0,0,0,Spurs,Warriors,2277550,8469854,10747404,RS,,,,,,TNT,,869000
2013,4/26/13,Fri,0,,8,0.5,3,1,0,1,0,1,0,0,0,Knicks,Celtics,23484225,8041303,31525528,1,3,2,0,2,0.179,ESPN,1.9,2900000
2013,4/26/13,Fri,0,,10.5,2,4,1,1,1,0,1,0,0,0,Spurs,Lakers,2277550,18351929,20629479,1,3,2,0,2,0.179,ESPN,2,2900000
2013,4/26/13,Fri,0,,10.5,2,4,1,1,1,0,1,0,0,0,Nuggets,Warriors,3277309,8469854,11747163,1,3,1,1,0,0.642,ESPN2,1,1400000
2011,4/27/11,Wed,0,,9.5,1,3,1,0,0,1,1,0,0,0,Nuggets,Thunder,3277309,1390835,4668144,1,5,3,1,2,0.143,TNT,2.9,4266000
2011,4/27/11,Wed,0,,7,1.5,3,1,1,0,1,1,0,0,0,Sixers,Heat,7146706,6447610,13594316,1,5,3,1,2,0.143,TNT,2.4,3623000
2011,4/27/11,Wed,0,,8,0.5,3,1,1,0,1,1,0,0,0,Grizzlies,Spurs,1369006,2277550,3646556,1,5,3,1,2,0.143,NBA TV,0.5,835000
2013,4/27/13,Sat,0,,9.5,1,3,1,0,1,0,1,0,0,0,Thunder,Rockets,1390835,6508323,7899158,1,3,2,0,2,0.179,ESPN,2.1,3300000
2013,4/27/13,Sat,0,,4.5,4,2,0,0,1,0,1,0,0,0,Clippers,Grizzlies,18351929,1369006,19720935,1,4,1,2,1,0.462,TNT,1.9,2900000
2013,4/27/13,Sat,0,,2,6.5,1,0,0,1,0,1,0,0,0,Nets,Bulls,23484225,9912730,33396955,1,4,2,1,1,0.462,TNT,1.7,2500000
2013,4/27/13,Sat,0,,7,1.5,3,1,0,1,0,1,0,0,0,Pacers,Hawks,2336237,6162195,8498432,1,3,2,0,2,0.179,ESPN,1.3,2000000
2011,4/28/11,Thu,0,,8,0.5,3,1,1,0,1,1,0,0,0,Lakers,Hornets,18351929,1467880,19819809,1,6,3,2,1,0.5,TNT,2.4,3871000
2011,4/28/11,Thu,0,,10.5,2,4,1,0,0,1,1,0,0,0,Mavericks,Trailblazers,7206144,3022178,10228322,1,6,3,2,1,0.5,TNT,2.2,3400000
2011,4/28/11,Thu,0,,7.5,1,3,1,1,0,1,1,0,0,0,Magic,Hawks,2975658,6162195,9137853,1,6,3,2,1,0.5,NBA TV,0.3,501000
2012,4/28/12,Sat,0,,3.5,5,1,0,0,0,1,1,0,0,0,Knicks,Heat,23484225,6447610,29931835,1,1,0,0,0,0.558,ABC,3.1,4752000
2012,4/28/12,Sat,0,,9.5,1,3,1,0,0,1,1,0,0,0,Mavericks,Thunder,7206144,1390835,8596979,1,1,0,0,0,0.558,ESPN,2.7,4115000
2012,4/28/12,Sat,0,,7,1.5,3,1,0,0,1,1,0,0,0,Magic,Pacers,2975658,2336237,5311895,1,1,0,0,0,0.558,ESPN,1.7,2551000
2012,4/28/12,Sat,0,,1,7.5,1,0,0,0,1,1,0,0,0,Sixers,Bulls,7146706,9912730,17059436,1,1,0,0,0,0.558,TNT,1.6,2475000
2013,4/28/13,Sun,0,,3.5,5,1,0,0,1,0,1,0,0,0,Heat,Bucks,6447610,2040498,8488108,1,4,3,0,3,0.038,ABC,3.8,6000000
2013,4/28/13,Sun,0,,1,7.5,1,0,0,1,0,1,0,0,0,Knicks,Celtics,23484225,8041303,31525528,1,4,3,0,3,0.038,ABC,3.3,4900000
2013,4/28/13,Sun,0,,7,1.5,3,1,0,1,0,1,0,0,0,Spurs,Lakers,2277550,18351929,20629479,1,4,3,0,3,0.038,TNT,2.3,3500000
2013,4/28/13,Sun,0,,9.5,1,3,1,0,1,0,1,0,0,0,Nuggets,Warriors,3277309,8469854,11747163,1,4,2,1,1,0.462,TNT,2.2,3200000
2011,4/29/11,Fri,0,,9,0.5,3,1,0,0,1,1,0,0,0,Spurs,Grizzlies,2277550,1369006,3646556,1,6,3,2,1,0.5,ESPN,2.7,4220000
2012,4/29/12,Sun,0,,3.5,5,1,0,0,0,1,1,0,0,0,Nuggets,Lakers,3277309,18351929,21629238,1,1,0,0,0,0.558,ABC,3.3,4882000
2012,4/29/12,Sun,0,,9.5,1,3,1,0,0,1,1,0,0,0,Clippers,Grizzlies,18351929,1369006,19720935,1,1,0,0,0,0.558,TNT,2.6,3982000
2012,4/29/12,Sun,0,,7,1.5,3,1,0,0,1,1,0,0,0,Celtics,Hawks,8041303,6162195,14203498,1,1,0,0,0,0.558,TNT,2.6,3971000
2012,4/29/12,Sun,0,,1,7.5,1,0,0,0,1,1,0,0,0,Jazz,Spurs,2389225,2277550,4666775,1,1,0,0,0,0.558,ESPN,2.2,3197000
2013,4/29/13,Mon,0,,9.5,1,3,1,0,0,0,1,0,0,0,Thunder,Rockets,1390835,6508323,7899158,1,4,3,0,3,0.038,TNT,2.6,3800000
2013,4/29/13,Mon,0,,7,1.5,3,1,1,0,0,1,0,0,0,Bulls,Nets,9912730,23484225,33396955,1,5,3,1,2,0.143,TNT,1.8,2600000
2013,4/29/13,Mon,0,,7.5,1,3,1,1,0,0,1,0,0,0,Pacers,Hawks,2336237,6162195,8498432,1,4,2,1,1,0.462,NBA TV,0.1,183000
2012,4/30/12,Mon,0,,9.5,1,3,1,0,0,1,1,0,0,0,Mavericks,Thunder,7206144,1390835,8596979,1,2,1,0,1,0.44,TNT,3.2,4736000
2012,4/30/12,Mon,0,,7,1.5,3,1,0,0,1,1,0,0,0,Knicks,Heat,23484225,6447610,29931835,1,2,1,0,1,0.44,TNT,2.8,4373000
2013,4/30/13,Tue,0,,10.5,2,4,1,0,0,1,1,0,0,0,Grizzlies,Clippers,1369006,18351929,19720935,1,5,2,2,0,0.714,TNT,2.2,3100000
2013,4/30/13,Tue,0,,8,0.5,3,1,0,0,1,1,0,0,0,Warriors,Nuggets,8469854,3277309,11747163,1,5,3,1,2,0.143,TNT,2,3000000
2011,5/1/11,Sun,0,,3.5,5,1,0,0,0,1,1,0,0,0,Celtics,Heat,8041303,6447610,14488913,2,1,0,0,0,0.558,ABC,5.8,9169000
2011,5/1/11,Sun,0,,1,7.5,1,0,0,0,1,1,0,0,0,Grizzlies,Thunder,1369006,1390835,2759841,2,1,0,0,0,0.558,ABC,3.1,4787000
2012,5/1/12,Tue,0,,10.5,2,4,1,0,0,1,1,0,0,0,Nuggets,Lakers,3277309,18351929,21629238,1,2,1,0,1,0.44,TNT,2.6,3931000
2012,5/1/12,Tue,0,,8,0.5,3,1,0,0,1,1,0,0,0,Sixers,Bulls,7146706,9912730,17059436,1,2,0,1,1,0.44,TNT,2.1,3108000
2013,5/1/13,Wed,0,,9.5,1,3,1,0,0,1,1,0,0,0,Rockets,Thunder,6508323,1390835,7899158,1,5,3,1,2,0.143,TNT,3,4500000
2013,5/1/13,Wed,0,,7,1.5,3,1,1,0,1,1,0,0,0,Celtics,Knicks,8041303,23484225,31525528,1,5,3,1,2,0.143,TNT,2.3,3500000
2013,5/1/13,Wed,0,,8,0.5,3,1,1,0,1,1,0,0,0,Hawks,Pacers,6162195,2336237,8498432,1,5,2,2,0,0.714,NBA TV,0.1,170000
2011,5/2/11,Mon,0,,10.5,2,4,1,0,0,1,1,0,0,0,Mavericks,Lakers,7206144,18351929,25558073,2,1,0,0,0,0.558,TNT,4,6429000
2011,5/2/11,Mon,0,,8,0.5,3,1,0,0,1,1,0,0,0,Hawks,Bulls,6162195,9912730,16074925,2,1,0,0,0,0.558,TNT,3.4,5588000
2012,5/2/12,Wed,0,,9.5,1,3,1,0,0,1,1,0,0,0,Clippers,Grizzlies,18351929,1369006,19720935,1,2,1,0,1,0.44,TNT,2.2,3137000
2012,5/2/12,Wed,0,,7,1.5,3,1,0,0,1,1,0,0,0,Jazz,Spurs,2389225,2277550,4666775,1,2,1,0,1,0.44,TNT,1.3,1811000
2013,5/2/13,Thu,0,,10.5,2,4,1,0,0,1,1,0,0,0,Nuggets,Warriors,3277309,8469854,11747163,1,6,3,2,1,0.5,TNT,2.8,4400000
2013,5/2/13,Thu,0,,8,0.5,3,1,0,0,1,1,0,0,0,Nets,Bulls,23484225,9912730,33396955,1,6,3,2,1,0.5,TNT,2.8,4100000
2011,5/3/11,Tue,0,,7,1.5,3,1,0,0,1,1,0,0,0,Celtics,Heat,8041303,6447610,14488913,2,2,1,0,1,0.44,TNT,3.7,6006000
2011,5/3/11,Tue,0,,9.5,1,3,1,0,0,1,1,0,0,0,Grizzlies,Thunder,1369006,1390835,2759841,2,2,0,1,1,0.44,TNT,3.2,4867000
2012,5/3/12,Thu,0,,9.5,1,3,1,0,0,1,1,0,0,0,Thunder,Mavericks,1390835,7206144,8596979,1,3,2,0,2,0.179,TNT,3,4622000
2012,5/3/12,Thu,0,,7,1.5,3,1,0,0,1,1,0,0,0,Heat,Knicks,6447610,23484225,29931835,1,3,2,0,2,0.179,TNT,2.8,4132000
2013,5/3/13,Fri,0,,9.5,1,3,1,1,0,1,1,0,0,0,Thunder,Rockets,1390835,6508323,7899158,1,6,3,2,1,0.5,ESPN,2.6,4000000
2013,5/3/13,Fri,0,,7,1.5,3,1,1,0,1,1,0,0,0,Knicks,Celtics,23484225,8041303,31525528,1,6,3,2,1,0.5,ESPN,2.3,3500000
2013,5/3/13,Fri,0,,9.5,1,3,1,1,0,1,1,0,0,0,Clippers,Grizzlies,18351929,1369006,19720935,1,6,3,2,1,0.5,ESPN2,1,1600000
2013,5/3/13,Fri,0,,7,1.5,3,1,1,0,1,1,0,0,0,Pacers,Hawks,2336237,6162195,8498432,1,6,3,2,1,0.5,ESPN2,0.4,644000
2011,5/4/11,Wed,0,,10.5,2,4,1,0,0,1,1,0,0,0,Mavericks,Lakers,7206144,18351929,25558073,2,2,1,0,1,0.44,TNT,4.5,7036000
2011,5/4/11,Wed,0,,8,0.5,3,1,0,0,1,1,0,0,0,Hawks,Bulls,6162195,9912730,16074925,2,2,0,1,1,0.44,TNT,3.3,5211000
2012,5/4/12,Fri,0,,10.5,2,4,1,0,0,1,1,0,0,0,Lakers,Nuggets,18351929,3277309,21629238,1,3,2,0,2,0.179,ESPN,2.4,3594000
2012,5/4/12,Fri,0,,7.5,1,3,1,1,0,1,1,0,0,0,Hawks,Celtics,6162195,8041303,14203498,1,3,1,1,0,0.642,ESPN,1.8,2883000
2012,5/4/12,Fri,0,,8,0.5,3,1,1,0,1,1,0,0,0,Bulls,Sixers,9912730,7146706,17059436,1,3,1,1,0,0.642,ESPN2,0.7,1069000
2013,5/4/13,Sat,0,,8,0.5,3,1,0,0,1,1,0,0,0,Bulls,Nets,9912730,23484225,33396955,1,7,3,3,0,1,TNT,2.7,4400000
2012,5/5/12,Sat,0,,7.5,1,3,1,0,0,1,1,0,0,0,Thunder,Mavericks,1390835,7206144,8596979,1,4,3,0,3,0.038,TNT,2.1,3391000
2012,5/5/12,Sat,0,,4.5,4,2,0,0,0,1,1,0,0,0,Grizzlies,Clippers,1369006,18351929,19720935,1,3,1,1,0,0.642,ESPN,1.9,2864000
2012,5/5/12,Sat,0,,2,6.5,1,0,0,0,1,1,0,0,0,Magic,Pacers,2975658,2336237,5311895,1,4,2,1,1,0.462,ESPN,1.6,2358000
2012,5/5/12,Sat,0,,10,1.5,4,1,0,0,1,1,0,0,0,Spurs,Jazz,2277550,2389225,4666775,1,3,2,0,2,0.179,TNT,1.5,2230000
2013,5/5/13,Sun,0,,3.5,5,1,0,0,0,1,1,0,0,0,Pacers,Knicks,2336237,23484225,25820462,2,1,0,0,0,0.558,ABC,3.9,6000000
2013,5/5/13,Sun,0,,1,7.5,1,0,0,0,1,1,0,0,0,Grizzlies,Thunder,1369006,1390835,2759841,2,1,0,0,0,0.558,ABC,3,4300000
2011,5/6/11,Fri,0,,9.5,1,3,1,0,0,1,1,0,0,0,Lakers,Mavericks,18351929,7206144,25558073,2,3,2,0,2,0.179,ESPN,4.7,7658000
2011,5/6/11,Fri,0,,7,1.5,3,1,0,0,1,1,0,0,0,Bulls,Hawks,9912730,6162195,16074925,2,3,1,1,0,0.642,ESPN,2.3,3610000
2012,5/6/12,Sun,0,,3.5,5,1,0,0,0,1,1,0,0,0,Heat,Knicks,6447610,23484225,29931835,1,4,3,0,3,0.038,ABC,4.5,7013000
2012,5/6/12,Sun,0,,9.5,1,3,1,0,0,1,1,0,0,0,Lakers,Nuggets,18351929,3277309,21629238,1,4,2,1,1,0.462,TNT,3.1,4622000
2012,5/6/12,Sun,0,,1,7.5,1,0,0,0,1,1,0,0,0,Bulls,Sixers,9912730,7146706,17059436,1,4,2,1,1,0.462,ABC,2.8,4224000
2012,5/6/12,Sun,0,,7,1.5,3,1,0,0,1,1,0,0,0,Hawks,Celtics,6162195,8041303,14203498,1,4,2,1,1,0.462,TNT,2.4,3588000
2013,5/6/13,Mon,0,,7,1.5,3,1,0,0,1,1,0,0,0,Bulls,Heat,9912730,6447610,16360340,2,1,0,0,0,0.558,TNT,3.6,5500000
2013,5/6/13,Mon,0,,9.5,1,3,1,0,0,1,1,0,0,0,Warriors,Spurs,8469854,2277550,10747404,2,1,0,0,0,0.558,TNT,3.6,5500000
2011,5/7/11,Sat,0,,8.3,0.3,3,1,0,0,1,1,0,0,0,Heat,Celtics,6447610,8041303,14488913,2,3,2,0,2,0.179,ABC,4.9,8202000
2011,5/7/11,Sat,0,,5,3.5,2,0,0,0,1,1,0,0,0,Thunder,Grizzlies,1390835,1369006,2759841,2,3,1,1,0,0.642,ESPN,2.4,3677000
2012,5/7/12,Mon,0,,10.5,2,4,1,0,0,1,1,0,0,0,Grizzlies,Clippers,1369006,18351929,19720935,1,4,2,1,1,0.462,TNT,2.3,3313000
2012,5/7/12,Mon,0,,8,0.5,3,1,0,0,1,1,0,0,0,Spurs,Jazz,2277550,2389225,4666775,1,4,3,0,3,0.038,TNT,1.8,2540000
2013,5/7/13,Tue,0,,9.5,1,3,1,0,0,1,1,0,0,0,Grizzlies,Thunder,1369006,1390835,2759841,2,2,0,1,1,0.44,TNT,3.3,4800000
2013,5/7/13,Tue,0,,7,1.5,3,1,0,0,1,1,0,0,0,Pacers,Knicks,2336237,23484225,25820462,2,2,1,0,1,0.44,TNT,2.5,3700000
2011,5/8/11,Sun,0,,3.5,5,1,0,0,0,1,1,0,0,0,Lakers,Mavericks,18351929,7206144,25558073,2,4,3,0,3,0.038,ABC,5.3,8886000
2011,5/8/11,Sun,0,,8,0.5,3,1,0,0,1,1,0,0,0,Bulls,Hawks,9912730,6162195,16074925,2,4,2,1,1,0.462,TNT,3.8,6260000
2012,5/8/12,Tue,0,,10.5,2,4,1,0,0,1,1,0,0,0,Nuggets,Lakers,3277309,18351929,21629238,1,5,3,1,2,0.143,TNT,2.8,4195000
2012,5/8/12,Tue,0,,8,0.5,3,1,0,0,1,1,0,0,0,Celtics,Hawks,8041303,6162195,14203498,1,5,3,1,2,0.143,TNT,2.4,3687000
2013,5/8/13,Wed,0,,7,1.5,3,1,0,0,1,1,0,0,0,Bulls,Heat,9912730,6447610,16360340,2,2,0,1,1,0.44,TNT,3.5,5300000
2013,5/8/13,Wed,0,,9.5,1,3,1,0,0,1,1,0,0,0,Warriors,Spurs,8469854,2277550,10747404,2,2,1,0,1,0.44,TNT,3.6,5300000
2011,5/9/11,Mon,0,,7,1.5,3,1,0,0,1,1,0,0,0,Heat,Celtics,6447610,8041303,14488913,2,4,2,1,1,0.462,TNT,4.7,7824000
2011,5/9/11,Mon,0,,9.5,1,3,1,0,0,1,1,0,0,0,Thunder,Grizzlies,1390835,1369006,2759841,2,4,1,2,1,0.462,TNT,3.5,5592000
2012,5/9/12,Wed,0,,7,1.5,3,1,0,0,1,1,0,0,0,Knicks,Heat,23484225,6447610,29931835,1,5,3,1,2,0.143,TNT,2.6,4102000
2012,5/9/12,Wed,0,,9.5,1,3,1,0,0,1,1,0,0,0,Clippers,Grizzlies,18351929,1369006,19720935,1,5,3,1,2,0.143,TNT,2.6,4016000
2011,5/10/11,Tue,0,,8.3,0.3,3,1,0,0,1,1,0,0,0,Hawks,Bulls,6162195,9912730,16074925,2,5,2,2,0,0.714,TNT,3.3,5100000
2012,5/10/12,Thu,0,,10.5,2,4,1,0,0,0,1,0,0,0,Lakers,Nuggets,18351929,3277309,21629238,1,6,3,2,1,0.5,TNT,3,4339000
2012,5/10/12,Thu,0,,8,0.5,3,1,0,0,0,1,0,0,0,Hawks,Celtics,6162195,8041303,14203498,1,6,3,2,1,0.5,TNT,2.5,3627000
2013,5/10/13,Fri,0,,8,0.5,3,1,0,0,1,1,0,0,0,Heat,Bulls,6447610,9912730,16360340,2,3,1,1,0,0.642,ESPN,4.2,6600000
2013,5/10/13,Fri,0,,10.5,2,4,1,0,0,1,1,0,0,0,Spurs,Warriors,2277550,8469854,10747404,2,3,1,1,0,0.642,ESPN,3.6,5400000
2011,5/11/11,Wed,0,,7,1.5,3,1,0,0,0,1,0,0,0,Celtics,Heat,8041303,6447610,14488913,2,5,3,1,2,0.143,TNT,4.3,6777000
2011,5/11/11,Wed,0,,9.5,1,3,1,0,0,0,1,0,0,0,Grizzlies,Thunder,1369006,1390835,2759841,2,5,2,2,0,0.714,TNT,3.4,5462000
2012,5/11/12,Fri,0,,9,0.5,3,1,0,0,0,1,0,0,0,Grizzlies,Clippers,1369006,18351929,19720935,1,6,3,2,1,0.5,ESPN,2.4,3831000
2013,5/11/13,Sat,0,,8.3,0.3,3,1,0,0,1,1,0,0,0,Knicks,Pacers,23484225,2336237,25820462,2,3,1,1,0,0.642,ABC,3.5,5300000
2013,5/11/13,Sat,0,,5,3.5,2,0,0,0,1,1,0,0,0,Thunder,Grizzlies,1390835,1369006,2759841,2,3,1,1,0,0.642,ESPN,2.3,3400000
2011,5/12/11,Thu,0,,8,0.5,3,1,0,0,1,1,0,0,0,Bulls,Hawks,9912730,6162195,16074925,2,6,3,2,1,0.5,ESPN,3.1,5085000
2012,5/12/12,Sat,0,,10.5,2,4,1,0,0,1,1,0,0,0,Nuggets,Lakers,3277309,18351929,21629238,1,7,3,3,0,1,TNT,4.1,6464000
2012,5/12/12,Sat,0,,8,0.5,3,1,0,0,1,1,0,0,0,Sixers,Celtics,7146706,8041303,15188009,2,1,0,0,0,0.558,TNT,2.9,4253000
2013,5/12/13,Sun,0,,3.5,5,1,0,0,0,1,1,0,0,0,Spurs,Warriors,2277550,8469854,10747404,2,4,2,1,1,0.462,ABC,3.4,5300000
2011,5/13/11,Fri,0,,9,0.5,3,1,0,0,0,1,0,0,0,Thunder,Grizzlies,1390835,1369006,2759841,2,6,3,2,1,0.5,ESPN,2.9,4750000
