Year,Date,Day,Holiday,Clock,Time,AwayPrime,Window,Past7,NBAPlay,NHLReg,NHLPlay,MLBReg,MLBPlay,NFL,CF,Away,Home,AwayPop,HomePop,Market,Round,Game,WT,LT,Dif,Leverage,TV,Rating,Viewers
2012,12/25/11,Sun,1,0.708333333,5,3.5,2,0,0,0,0,0,0,0,0,Bulls,Lakers,9912730,18351929,28264659,RS,,,,,,ABC,,11014000
2012,12/25/11,Sun,1,0.604166667,2.5,6,1,0,0,0,0,0,0,0,0,Heat,Mavs,6447610,7206144,13653754,RS,,,,,,ABC,,9023000
2012,12/25/11,Sun,1,0.5,0,8.5,1,0,0,0,0,0,0,0,0,Celtics,Knicks,8041303,23484225,31525528,RS,,,,,,TNT,,5860000
2012,12/25/11,Sun,1,0.9375,10.5,2,4,1,0,0,0,0,0,0,0,Clippers,Warriors,18351929,8469854,26821783,RS,,,,,,ESPN,,3007000
2012,12/25/11,Sun,1,0.833333333,8,0.5,3,1,0,0,0,0,0,1,0,Magic,Thunder,2975658,1390835,4366493,RS,,,,,,ESPN,,2566000
2013,12/25/12,Tue,1,0.729166667,5.5,3,2,0,0,0,0,0,0,0,0,Thunder,Heat,1390835,6447610,7838445,RS,,,,,,ABC,,9571000
2013,12/25/12,Tue,1,0.625,3,5.5,1,0,0,0,0,0,0,0,0,Knicks,Lakers,23484225,18351929,41836154,RS,,,,,,ABC,,8767000
2013,12/25/12,Tue,1,0.5,0,8.5,1,0,0,0,0,0,0,0,0,Celtics,Nets,8041303,23484225,31525528,RS,,,,,,ESPN,,3739000
2013,12/25/12,Tue,1,0.833333333,8,0.5,3,1,0,0,0,0,0,0,0,Rockets,Bulls,6508323,9912730,16421053,RS,,,,,,ESPN,,2385000
2013,12/25/12,Tue,1,0.9375,10.5,2,4,1,0,0,0,0,0,0,0,Nuggets,Clippers,3277309,18351929,21629238,RS,,,,,,ESPN,,2309000
2014,12/25/13,Wed,1,0.708333333,5,3.5,2,0,0,0,0,0,0,0,0,Heat,Lakers,6447610,18351929,24799539,RS,,,,,,ABC,,7830000
2014,12/25/13,Wed,1,0.604166667,2.5,6,1,0,0,0,0,0,0,0,0,Thunder,Knicks,1390835,23484225,24875060,RS,,,,,,ABC,,5450000
2014,12/25/13,Wed,1,0.833333333,8,0.5,3,1,0,0,0,0,0,0,0,Rockets,Spurs,6508323,2277550,8785873,RS,,,,,,ESPN,,3400000
2014,12/25/13,Wed,1,0.5,0,8.5,1,0,0,0,0,0,0,0,0,Bulls,Nets,9912730,23484225,33396955,RS,,,,,,ESPN,,2780000
2014,12/25/13,Wed,1,0.9375,10.5,2,4,1,0,0,0,0,0,0,0,Clippers,Warriors,18351929,8469854,26821783,RS,,,,,,ESPN,,2730000
2014,12/26/13,Thu,0,0.9375,10.5,2,4,1,0,0,0,0,0,0,1,Clippers,Blazers,18351929,3022178,21374107,RS,,,,,,TNT,,1530000
2014,12/26/13,Thu,0,0.833333333,8,0.5,3,1,0,0,0,0,0,0,1,Grizzlies,Rockets,1369006,6508323,7877329,RS,,,,,,TNT,,1480000
2012,12/27/11,Tue,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,1,Celtics,Heat,8041303,6447610,14488913,RS,,,,,,TNT,,4548000
2012,12/27/11,Tue,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,1,Jazz,Lakers,2389225,18351929,20741154,RS,,,,,,TNT,,3284000
2013,12/27/12,Thu,0,0.9375,10.5,2,4,1,0,0,0,0,0,0,1,Celtics,Clippers,8041303,18351929,26393232,RS,,,,,,TNT,,2258000
2013,12/27/12,Thu,0,0.833333333,8,0.5,3,1,0,0,0,0,0,0,1,Mavs,Thunder,7206144,1390835,8596979,RS,,,,,,TNT,,2237000
2012,12/29/11,Thu,0,0.9375,10.5,2,4,1,0,1,0,0,0,0,1,Knicks,Lakers,23484225,18351929,41836154,RS,,,,,,TNT,,3305000
2012,12/29/11,Thu,0,0.833333333,8,0.5,3,1,0,1,0,0,0,0,1,Mavs,Thunder,7206144,1390835,8596979,RS,,,,,,TNT,,2434000
