Year,Date,Day,Time,Hour,AwayPrime,After7,Overlap,NHLReg,NHLPlay,NBAReg,NBAPlay,CF,NFL,Soccer,Away1,Home1,Share1,Away2,Home2,Share2,Away3,Home3,Share3,Away4,Home4,Share4,Away5,Home5,Share5,TOTAL,AwayPop,HomePop,Market,Round,Game,WT,LT,DIF,Leverage,TV,Rating,Share,KeyDemo,Viewers
2010,10/6/10,Wed,5:00 PM,5,3.5,0,0,0,0,0,0,0,0,0,CIN,PHI,,,,,,,,,,,,,,,2196629,7146706,9343335,LDS,1,0,0,0,0.486,TBS,2.7,,,4209000
2010,10/6/10,Wed,8:30 PM,8.5,0,1,0,0,0,0,0,0,0,0,NYY,MIN,,,,,,,,,,,,,,,23484225,3797883,27282108,LDS,1,0,0,0,0.486,TBS,4.3,,,6914000
2010,10/7/10,Thu,9:30 PM,9.5,1,1,0,1,0,0,0,0,0,0,ATL,SF,,,,,,,,,,,,,,,6162195,8469854,14632049,LDS,1,0,0,0,0.486,TBS,3.1,,,4888000
2010,10/10/10,Sun,4:30 PM,4.5,4,0,0,1,0,0,0,0,1,0,SF,ATL,,,,,,,,,,,,,,,8469854,6162195,14632049,LDS,3,1,1,0,0.604,TBS,2.6,,,4238000
2010,10/12/10,Tue,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,TEX,TB,,,,,,,,,,,,,,,7206144,2870569,10076713,LDS,5,2,2,0,1,TBS,4.1,,,6410000
2011,10/8/11,Sat,8:00 PM,8,0.5,1,0,1,0,0,0,1,0,0,DET,TEX,,,,,,,,,,,,,,,5314163,7206144,12520307,LCS,1,0,0,0,0.422,FOX,3.5,,,5770000
2011,10/9/11,Sun,4:00 PM,4,4.5,0,0,1,0,0,0,0,1,0,STL,MIL,,,,,,,,,,,,,,,2810056,2040498,4850554,LCS,1,0,0,0,0.422,TBS,2.1,,,3350000
2011,10/12/11,Wed,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,MIL,STL,,,,,,,,,,,,,,,2040498,2810056,4850554,LCS,3,1,1,0,0.486,TBS,2.8,,,4282000
2011,10/14/11,Fri,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,MIL,STL,,,,,,,,,,,,,,,2040498,2810056,4850554,LCS,5,2,2,0,0.604,TBS,3.4,,,5461000
2010,10/15/10,Fri,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,NYY,TEX,,,,,,,,,,,,,,,23484225,7206144,30690369,LCS,1,0,0,0,0.422,TBS,5,,,8111000
2010,10/18/10,Mon,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,TEX,NYY,,,,,,,,,,,,,,,7206144,23484225,30690369,LCS,3,1,1,0,0.486,TBS,5.2,,,8214000
2010,10/16/10,Sat,8:00 PM,8,0.5,1,0,1,0,0,0,1,0,0,SF,PHI,,,,,,,,,,,,,,,8469854,7146706,15616560,LCS,1,0,0,0,0.422,FOX,4.2,,,7126000
2010,10/19/10,Tue,4:00 PM,4,4.5,0,0,1,0,0,0,0,0,0,PHI,SF,,,,,,,,,,,,,,,7146706,8469854,15616560,LCS,3,1,1,0,0.486,FOX,3.3,,,5040000
2009,10/16/09,Fri,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,LAA,NYY,,,,,,,,,,,,,,,18351929,23484225,41836154,LCS,1,0,0,0,0.422,FOX,5.2,,,8439000
2009,10/15/09,Thu,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,PHI,LAD,,,,,,,,,,,,,,,7146706,18351929,25498635,LCS,1,0,0,0,0.422,TBS,4.3,,,6855000
2009,10/18/09,Sun,8:00 PM,8,0.5,1,0,0,0,0,0,0,1,0,LAD,PHI,,,,,,,,,,,,,,,18351929,7146706,25498635,LCS,3,1,1,0,0.486,TBS,3,,,5035000
2008,10/10/08,Fri,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,BOS,TB,,,,,,,,,,,,,,,8041303,2870569,10911872,LCS,1,0,0,0,0.422,TBS,4.1,,,6689000
2008,10/13/08,Mon,4:30 PM,4.5,4,0,0,1,0,0,0,0,1,0,TB,BOS,,,,,,,,,,,,,,,2870569,8041303,10911872,LCS,3,1,1,0,0.486,TBS,3,,,4499000
2008,10/18/08,Sun,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,BOS,TB,,,,,,,,,,,,,,,8041303,2870569,10911872,LCS,7,3,3,0,1,TBS,7.9,,,13357000
2008,10/9/08,Thu,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,LAD,PHI,,,,,,,,,,,,,,,18351929,7146706,25498635,LCS,1,0,0,0,0.422,FOX,5.1,,,7735000
2007,10/12/07,Fri,7:00 PM,7,1.5,1,0,1,0,0,0,0,0,0,CLE,BOS,,,,,,,,,,,,,,,3501538,8041303,11542841,LCS,1,0,0,0,0.422,FOX,4.8,,,7425000
2007,10/15/07,Mon,7:00 PM,7,1.5,1,0,1,0,0,0,0,1,0,BOS,CLE,,,,,,,,,,,,,,,8041303,3501538,11542841,LCS,3,1,1,0,0.486,FOX,6.7,,,9907000
2007,10/21/07,Sun,8:00 PM,8,0.5,1,0,1,0,0,0,0,1,0,CLE,BOS,,,,,,,,,,,,,,,3501538,8041303,11542841,LCS,7,3,3,0,1,FOX,11.7,,,19154000
2007,10/11/07,Thu,8:30 PM,8.5,0,1,0,1,0,0,0,0,0,0,COL,ARI,,,,,,,,,,,,,,,3277309,4398762,7676071,LCS,1,0,0,0,0.422,TBS,3.6,,,5286000
2006,10/12/06,Thu,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,STL,NYM,,,,,,,,,,,,,,,2810056,23484225,26294281,LCS,1,0,0,0,0.422,FOX,6,,,8509000
2006,10/14/06,Sat,8:00 PM,8,0.5,1,0,1,0,0,0,1,0,0,NYM,STL,,,,,,,,,,,,,,,23484225,2810056,26294281,LCS,3,1,1,0,0.486,FOX,4.9,,,7511000
2006,10/17/06,Tue,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,NYM,STL,,,,,,,,,,,,,,,23484225,2810056,26294281,LCS,5,2,2,0,0.604,FOX,7.5,,,11123000
2006,10/19/06,Thu,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,STL,NYM,,,,,,,,,,,,,,,2810056,23484225,26294281,LCS,7,3,3,0,1,FOX,10.8,,,16528000
2005,10/11/05,Tue,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,LAA,CHW,,,,,,,,,,,,,,,18351929,9912730,28264659,LCS,1,0,0,0,0.422,FOX,7.7,,,11479000
2005,10/14/05,Fri,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,CHW,LAA,,,,,,,,,,,,,,,9912730,18351929,28264659,LCS,3,1,1,0,0.486,FOX,6.2,,,9641000
2005,10/12/05,Wed,8:00 PM,8,0.5,1,1,1,0,0,0,0,0,0,HOU,STL,,,,,,,,,,,,,,,6508323,2810056,9318379,LCS,1,0,0,0,0.422,FOX,9.1,,,13511000
2005,10/15/05,Sat,4:00 PM,4,4.5,0,0,1,0,0,0,1,0,0,STL,HOU,,,,,,,,,,,,,,,2810056,6508323,9318379,LCS,3,1,1,0,0.486,FOX,3.6,,,5126000
2004,10/12/04,Tue,8:00 PM,8,0.5,1,0,0,0,0,0,0,0,0,BOS,NYY,,,,,,,,,,,,,,,8041303,23484225,31525528,LCS,1,0,0,0,0.422,FOX,10,,,15010000
2004,10/20/04,Wed,8:00 PM,8,0.5,1,0,0,0,0,0,0,0,0,BOS,NYY,,,,,,,,,,,,,,,8041303,23484225,31525528,LCS,7,3,3,0,1,FOX,19.4,,,31460000
2004,10/13/04,Wed,8:00 PM,8,0.5,1,1,0,0,0,0,0,0,0,HOU,STL,,,,,,,,,,,,,,,6508323,2810056,9318379,LCS,1,0,0,0,0.422,FOX,10.1,,,15226000
2004,10/18/04,Mon,8:00 PM,8,0.5,1,0,0,0,0,0,0,1,0,STL,HOU,,,,,,,,,,,,,,,2810056,6508323,9318379,LCS,5,2,2,0,0.604,FOX,9.8,,,14982000
2004,10/21/04,Thu,8:00 PM,8,0.5,1,0,0,0,0,0,0,0,0,HOU,STL,,,,,,,,,,,,,,,6508323,2810056,9318379,LCS,7,3,3,0,1,FOX,13,,,19808000
2003,10/8/03,Wed,8:00 PM,8,0.5,1,1,1,0,0,0,0,0,0,BOS,NYY,,,,,,,,,,,,,,,8041303,23484225,31525528,LCS,1,0,0,0,0.422,FOX,12,,,18433000
2003,10/11/03,Sat,4:00 PM,4,4.5,0,0,1,0,0,0,1,0,0,NYY,BOS,,,,,,,,,,,,,,,23484225,8041303,31525528,LCS,3,1,1,0,0.486,FOX,7.7,,,11902000
2003,10/14/03,Tue,4:00 PM,4,4.5,0,0,1,0,0,0,0,0,0,NYY,BOS,,,,,,,,,,,,,,,23484225,8041303,31525528,LCS,5,2,2,0,0.604,FOX,7.1,,,10110000
2003,10/16/03,Thu,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,BOS,NYY,,,,,,,,,,,,,,,8041303,23484225,31525528,LCS,7,3,3,0,1,FOX,17.1,,,27485000
2003,10/7/03,Tue,8:00 PM,8,0.5,1,0,0,0,0,0,0,0,0,FLA,CHC,,,,,,,,,,,,,,,6447610,9912730,16360340,LCS,1,0,0,0,0.422,FOX,10.1,,,15569000
2003,10/10/03,Fri,8:00 PM,8,0.5,1,0,1,0,0,0,0,0,0,CHC,FLA,,,,,,,,,,,,,,,9912730,6447610,16360340,LCS,3,1,1,0,0.486,FOX,9.3,,,14291000
